Assigned To	Code	Date	User	Tweet
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:58:08 +0000 2018	teen_mom_420	ABC
Sarah Jackson	Anti-Roseanne	Tue May 29 18:58:08 +0000 2018	jrbloom57	@therealroseanne Good
Sarah Jackson	Anti-Roseanne	Tue May 29 18:58:08 +0000 2018	1776PatHenry	@therealroseanne  ba bye now.  Tom Arnold was spot on.  You're a loser.
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:58:08 +0000 2018	nbatitlechase1	roseanne
Kristen Byers	Pro-Roseanne	Tue May 29 18:58:09 +0000 2018	DeSotoDriver	@therealroseanne Since when has bad taste been a negative for contemporary entertainment?
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:58:10 +0000 2018	HeavenBoundNerd	@denvernight Roseanne was probably just frustrated by what she sees happening in Sweden, London, Germany heck what... https://t.co/DkbTX7W64x
Aditya Bhat	Neutral	Tue May 29 18:58:10 +0000 2018	ScottFordTVGuy	Are you defending Roseanne!
Kristen Byers	Anti-Roseanne	Tue May 29 18:58:10 +0000 2018	JohnsonRojo2112	@therealroseanne I'm so glad you said that! Now your shitty show is cancelled!! Nice job...
Carmen Collins	Neutral	Tue May 29 18:58:10 +0000 2018	yeswelead	Roseanne calls ex-Obama aide a combo of 'Muslim Brotherhood &amp; Planet of the Apes' https://t.co/Zh3p0Wi3SQ
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:58:11 +0000 2018	Gary2Gary11	Roseanne
Carmen Collins	Unclear/Unrelated	Tue May 29 18:58:12 +0000 2018	smich61	Roseanne
Carmen Collins	Neutral	Tue May 29 18:58:12 +0000 2018	glopdemon	Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments, Network President Says https://t.co/0OKL6MHfes via @YahooEnt
Carmen Collins	Anti-Roseanne	Tue May 29 18:58:12 +0000 2018	Jmorg4life	@therealroseanne For all the Trump supporters and Roseanne lovers who back what she said and think there won't be c... https://t.co/Rrd6SvEIwA
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:58:13 +0000 2018	SeverePayne	Roseanne
Carmen Collins	Pro-Roseanne	Tue May 29 18:58:13 +0000 2018	Jessup760	@DanaPerino @FoxNews @dailybriefing Kathy Griffin can say bad about Trump call him Hitler. Roseanne calls Jarrett D... https://t.co/iwcHBbivSc
Suzanne Garcia	Neutral	Tue May 29 18:58:13 +0000 2018	MrKenPringle	Don Jr. Retweets Roseanne's Bizarre Conspiracy Theory About George Soros Being a Nazi https://t.co/d01m1ZAZx0 https://t.co/4X5g0IjOg9
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:58:13 +0000 2018	FrozenSicleGirl	@KurtSchlichter @therealroseanne Your the problem too. Change ur words..plz
Sarah Jackson	Anti-Roseanne	Tue May 29 18:58:13 +0000 2018	MediaApocalypse	@therealroseanne @DonaldJTrumpJr @ChelseaClinton @OpenSociety Roseanne should be getting a supportive Trump tweet s... https://t.co/81sNmiGNF2
Suzanne Garcia	Neutral	Tue May 29 18:58:14 +0000 2018	MyIndianFamily	@therealroseanne is just the latest proof that everything @realDonaldTrump touches dies.          \u200d
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:58:14 +0000 2018	Mehta01Raj	@RawStory Could we possibly hit the exacta today and get rid of her ass on the same day as Roseanne? Hey Megyn we are all humans.
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:58:14 +0000 2018	AxelTruther	@MarkDice Why is transvestite Joey Behar still on the air??? She has said dozens of things much worse than what Roseanne said.
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:58:14 +0000 2018	twizlefoshizle	So i didn't realize Roseanne fucking sucked.
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:58:15 +0000 2018	Asa789	@steph93065 Roseanne is a Jew Valerie is a black Skin color war  sigh
Carmen Collins	Unclear/Unrelated	Tue May 29 18:58:15 +0000 2018	Badrock1983	Roseanne
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:58:15 +0000 2018	gb2times	Netflix
Sarah Jackson	Anti-Roseanne	Tue May 29 18:58:15 +0000 2018	Lady73	Now if Roseanne Barr would just leave the planet as well. Leaving Twitter is just not far enough.
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:58:15 +0000 2018	goddesskring	@Complex Have always disliked Roseanne and the show itself so kudos to ABC!      https://t.co/SsdtGKMNDa
Kristen Byers	Neutral	Tue May 29 18:58:16 +0000 2018	olimpiaestepp	ABC cancels 'Roseanne' after TV star tweets racial slur https://t.co/PxSHz9605G
Carmen Collins	Pro-Roseanne	Tue May 29 18:58:16 +0000 2018	Momlocks	sue heck used the last of her power to expunge roseanne (2018) from this earth
Carmen Collins	Anti-Roseanne	Tue May 29 18:58:16 +0000 2018	TheRickyV	.@therealroseanne It's a shame too, if only everyone knew about the 'learning how to not be racist' arc you had com... https://t.co/luS1yLbNWQ
Carmen Collins	Unclear/Unrelated	Tue May 29 18:58:16 +0000 2018	hotcoffee22	@OliverMcGee @FOXTV @therealroseanne @FoxNews @POTUS @realDonaldTrump @seanhannity @HappeningNow @kanyewest The min... https://t.co/TG5O0VwFW8
Carmen Collins	Anti-Roseanne	Tue May 29 18:58:17 +0000 2018	trumpticle	@KayaJones @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne Awwww the Trumps lost their only show... their only pi... https://t.co/S9LTc0VMJR
Sigfried Gold	Anti-Roseanne	Tue May 29 18:58:17 +0000 2018	cats_bein_cats	ABC finally made a decision on fate of "Roseanne" television show -  :)) https://t.co/hvlzKnH3ch
Sarah Jackson	Anti-Roseanne	Tue May 29 18:58:17 +0000 2018	paperrosie53	@SharrDonald @ABC @therealroseanne Yesssss!!!!
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:58:17 +0000 2018	Trumpversial	@therealroseanne I'd rather you stand by your joke. It's a JOKE !! it made me laugh. Now I gotta see what the Musmo... https://t.co/H1KQH7NvRE
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:58:17 +0000 2018	Annieark82	@Jackies1866109 @therealroseanne Umm they're making fun of his spray tan-spray tan isn't a race LOL         \u200d              \u200d              \u200d              \u200d              \u200d              \u200d
Sigfried Gold	Anti-Roseanne	Tue May 29 18:58:18 +0000 2018	gilligan100	Some things apparently are more important than money,' even for a network like ABC, 'and that's heartening,' CNN's... https://t.co/Rov5lVaPu0
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:58:18 +0000 2018	teddylovebama	@bigku82 It's not the same thing. Colin still has s job, Roseanne is all over the news, and Tommy  isn't. And is in jail
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:58:18 +0000 2018	BudGreen	@JackiSchechner @kathygriffin @therealroseanne That was my immediate reaction as well. The racism is thinly veiled... https://t.co/qubJleFbdI
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:58:19 +0000 2018	BeanNellerBean	@mojopo @therealroseanne @ChelseaClinton @OpenSociety What's that? https://t.co/8vD2CnmuP5
Sarah Jackson	Neutral	Tue May 29 18:58:19 +0000 2018	CassettaEmilio	ABC announces it's cancelling 'Roseanne' after star's racist tirade: report https://t.co/p9tYcw2IhF
Sarah Jackson	Pro-Roseanne	Tue May 29 18:58:19 +0000 2018	SUZETTELIVETALK	@aspirational12 @ABCNetwork I'm so sick and tired of all you people lash out at our President and Roseanne makes a... https://t.co/8SAgBCYZuF
Aditya Bhat	Anti-Roseanne	Tue May 29 18:58:20 +0000 2018	kska_41	@therealroseanne see ya later racist.
Kristen Byers	Pro-Roseanne	Tue May 29 18:58:20 +0000 2018	applefan333	@therealroseanne to some of us, IT WAS A JOKE, if it had been far left content, ABC would give you a 3rd season. so... https://t.co/wzqeNP3a6j
